,text,place,uri,collector,area,lat,lon,english
106023,Πίστεψε τον Αλή και βάρ' τον Καραλή,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/204318,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Trust Ali and load Karali
74496,Έφτασε εις του Θεού τ' αυτί,Ήπειρος,http://hdl.handle.net/20.500.11853/181524,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,It has reached God's ear
8254,"Γριά γαμήσ' εγύρευε, τώρα τώρα το ήθελε",Ήπειρος,http://hdl.handle.net/20.500.11853/166985,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"An old woman got married, and now she's got it."
74068,Άνθρωπος της ξαπλωσιάς και ντεμπελιάς,Ήπειρος,http://hdl.handle.net/20.500.11853/153043,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,A man of idleness and indulgence
74862,"Όποιος έχει τη μύγα, μυγιάζεται",Ήπειρος,http://hdl.handle.net/20.500.11853/285250,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,The one who has a fly is bothered by it.
89859,Καλή μέρα χωργιά του,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/195822,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671,A good day to the fool.
45614,Τρέχ' η μύτ' σ' γαμβρε! Τρέχ' απού του χ'μώνα. Σι ξέρου κι απου του καλουκαίρ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/289353,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,"Run away from the in-laws, run away from the winter. Who knows about the summer."
94066,Είναι η νήλα κατά ηλιού,Ήπειρος,http://hdl.handle.net/20.500.11853/286397,"Παπαγεωργίου, Σωτηρ. Π.",Ήπειρος,37.9982534,23.7378671,It's a cloud in front of the sun
45179,Να ήταν η δ'λειά καλή δούλιυι κι ου δισπότ'ς,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170439,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,"If the job were good, even the devil would work"
93933,Έχει ρούμπαλο στον κώλο,Ήπειρος,http://hdl.handle.net/20.500.11853/273644,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671,Has a chip on his shoulder
4529,Ούδε με λύει ούδε με δένει,Ήπειρος,http://hdl.handle.net/20.500.11853/169311,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,"No one can bind me, no one can loose me."
74881,Όποιος πνίγεται από τά μαλλιά του πιάνεται,Ήπειρος,http://hdl.handle.net/20.500.11853/256871,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,He who is drowning catches at a straw.
106145,Του γένομαι αγκούσα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157807,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,I am getting old.
74471,Ένας μήνας θρέφει τσ΄ ένδεκα κ΄ οι ένδεκα τον ένα,Ήπειρος,http://hdl.handle.net/20.500.11853/181510,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,One month feeds the eleven and the eleven feed the one.
18565,Όπ' ο Γιάννης και ο Κολιός,Ήπειρος,http://hdl.handle.net/20.500.11853/165786,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671,"Wherever there is John, there is also Kolios"
1295,Ηύρις διάουλουν να γιλάις,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186400,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671,"When you are in a hurry, you are late."
8509,Ο λύκος όταν γηράσ' γίνεται των σκυλιών μασκαράς,Ήπειρος,http://hdl.handle.net/20.500.11853/167049,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"When the wolf grows old, he becomes a laughing stock to the dogs"
45314,Ου καλός καλό δεν έχ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205345,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,He who has no good in him will not do good.
105689,Βάρεσε το μαχαίρι στο κόκκαλο,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/204264,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,The knife has struck the bone.
111919,Έπιασαν τα προζύμια,Ήπειρος,http://hdl.handle.net/20.500.11853/256036,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671,They got the yeast.
7729,Του ήμερου τ' αρνί βζάν' δυο μανάδες κι τ΄άγριου ούτι τθκίτ,Ήπειρος,http://hdl.handle.net/20.500.11853/141772,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,The tame lamb is milked by two wet nurses and the wild one not at all.
105780,Είναι κι αυτός μέσα μπασμένος,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/281680,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,He is also in on it.
89908,Της καλομάννας το παιδί Σ' εννιά μήνες περβατεί,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/247826,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671,The well cared for child in nine months walks.
8200,"Αν ήταν η ζήλεια ψώρα, θα κόλλαε τον κόσμον όλον",Ήπειρος,http://hdl.handle.net/20.500.11853/167098,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"If envy were scabies, it would infect the whole world"
105891,Κρύο που τρεμ' το φιδ' ς' την τρύπα τ',"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/273577,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Cold that makes the snake shiver in its hole
74553,"Είπα σου κυρά να κλάνης, μα να μη το παρακάνης",Ήπειρος,http://hdl.handle.net/20.500.11853/276428,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,"I told you to bend, but not to break."
104410,"Ακόμα δεν τον είδαμαν, Γιάννη τον εβγάλαμεν","Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198161,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"We haven't seen him yet, we've already buried him."
7628,"Κουρεύϊτι, βαδεύϊτι μι δικουχτώ ψαλίδια",Ήπειρος,http://hdl.handle.net/20.500.11853/271815,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"Shave and go, with my two scissors I'll manage."
44691,Αγαπάει ου Θιός τουγ κλέφτ' μ' αγαπάει κι του ν'κουκύρ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205365,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,"God loves the thief, and the thief loves the crow."
111944,Ή μικρός μικρός πανδρέψου ή μικρός καλογηρέψου,Ήπειρος,http://hdl.handle.net/20.500.11853/256037,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671,Either marry young or become a monk young
104298,Έχει ζιόγκον,Ήπειρος,http://hdl.handle.net/20.500.11853/173381,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671,He's got a screw loose
7558,Άλλους τ' χάρ' κι άλλους τόνουμα,Ήπειρος,http://hdl.handle.net/20.500.11853/204640,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,Some get the meat and others the bones
74759,Με πήρες 'ς το λαιμό σου,Ήπειρος,http://hdl.handle.net/20.500.11853/276438,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,You've got me around your neck
81678,Σαν τα σπίτια της Πεπέλης,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/256561,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671,Like Pepeli's houses
74136,"Αμαρτία 'μολογημένη, στό μισό συγχωρεμένη",Ήπειρος,http://hdl.handle.net/20.500.11853/153013,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,A confessed sin is half forgiven
8716,Το Πάσχα να είχα να 'τρωγα κι απόπασχα φορούσα,Ήπειρος,http://hdl.handle.net/20.500.11853/255988,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,At Easter I had nothing to eat and after Easter I was wearing a fur coat.
7587,Δεν ακούει ου Θιός τσκρούνες,Ήπειρος,http://hdl.handle.net/20.500.11853/169005,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,The deaf man doesn’t hear the bellows.
8455,"Μαυρομοίρα, που 'χες άντρα ολ' επνίχτ'καν και συ έρθες",Ήπειρος,http://hdl.handle.net/20.500.11853/141915,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"Bad luck, where your husband was all night and you arrived"
7576,Απ' τν' ανεμουβρουχιά καλό είνι κι του χαλάζ',Ήπειρος,http://hdl.handle.net/20.500.11853/204648,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,Even the hail is good from the windstorm.
81463,Άλλοι τρων τ' αυγά με το πιπέρι κι' άλλοι κρατούν τ' αρχίδια με το χέρι,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/154105,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671,Some eat eggs with pepper and others hold their testicles with their hands.
4542,Πιάσ' τον άπιαστο,Ήπειρος,http://hdl.handle.net/20.500.11853/204855,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,Catch the uncatchable.
104532,Δούλευε και δουλειά να μη σε λείπ',"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198312,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,Work so that you won't lack work.
104801,"Με τον ήλιο μπαίνουν με τον ήλιο βγαίνουν, τ' έχουν τα έρημα και ψοφούν;","Ήπειρος, Κόνιτσα, Βούρμπιανη",http://hdl.handle.net/20.500.11853/178261,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"They come in with the sun and leave with the sun, what do the deserts have to do with it?"
64180,"Όσ' ο νους μου στο χωράφι, τόσα βόιδια να πομείνουν","Ήπειρος, Λοζέτσι",http://hdl.handle.net/20.500.11853/285654,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671,"As many as the thoughts in my head, so many oxen to plow"
104782,Μάτια πραμάτεια,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/239457,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,Eyes are business partners.
93993,Ο ξένος και ο πόταμος τον τόπο τους γυρεύουν,Ήπειρος,http://hdl.handle.net/20.500.11853/204750,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671,A stranger and a river are always looking for a place to settle.
7563,"Αλλού μι τριβς, γούμινε, κι' αλλού έχου τουν πόνου",Ήπειρος,http://hdl.handle.net/20.500.11853/141760,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,The pain is elsewhere but the swelling is somewhere else.
74248,Απόκτησε η κοπριά φροκάλι,Ήπειρος,http://hdl.handle.net/20.500.11853/153056,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Even dung can get a suit.
105763,Είναι αζύς σαν το ξύδι,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157849,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,He is as sour as vinegar.
74060,"Άνδρας είσε, φόβος δίχνεις, κι' όθε πάς κλωτσιές μαζώνης",Ήπειρος,http://hdl.handle.net/20.500.11853/153028,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,"You are a man, you show fear, and wherever you go you get kicks"
4430,Επρόσταξαν την αλουπου κι' η αλουπου την ουρά της,Ήπειρος,http://hdl.handle.net/20.500.11853/256148,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,They ordered the fox and the fox its tail.
1176,Αγάπα με να σ' αγαπώ κε φίλα με να σε φιλώ,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186301,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671,Love me so I can love you and kiss me so I can kiss you
74766,Μη πάρη τα μούτρα και ξανάρθη!,Ήπειρος,http://hdl.handle.net/20.500.11853/282918,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,Don't take the mouthful and return it!
92608,Μάτια γαλανά ψυχή του σατανά,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/280567,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671,"Blue eyes, devil's soul"
45136,"Μέσα, όξου, όρσι, κι τι ουρίεις, πιράει η μέρα","Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205447,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,"In the morning, noon, and evening, and what you urinate, the day devours."
8353,Ηύρε λόγγον χωρίς τσεκούρι,Ήπειρος,http://hdl.handle.net/20.500.11853/141898,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,He found a log without an axe
4466,Καιρός για σύκα,Ήπειρος,http://hdl.handle.net/20.500.11853/267275,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,It's fig time
104775,Μ' έχ' στο γλούπο,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198237,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,He has me by the throat.
104790,Μας μπήκε στες μύτες,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/284919,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,It has taken our fancy
