,text,place,uri,collector,area,lat,lon,llama-8b
118746,Νίπτομαι τας χείρας,Ήπειρος,http://hdl.handle.net/20.500.11853/286472,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671,"I wash my hands. (A Greek proverb meaning ""I am innocent"".)"
4372,Αφορμή δεν είχαμε κι' ο Θεός μας την έστειλε,Ήπειρος,http://hdl.handle.net/20.500.11853/141291,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,"We had no occasion, and God sent it to us. (Greek proverb)"
74521,Εγώ 'μαι κ' η γαιδάρα μου και τρεία κουβέλια,Ήπειρος,http://hdl.handle.net/20.500.11853/153148,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,I'm both the rabbit and the three burrows. (meaning: I am
1172,Άνξι πορειά,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/244738,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671,A bad path.
118721,Η σοφία νικάει σήμερα την αντρεία,Ήπειρος,http://hdl.handle.net/20.500.11853/159302,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671,Wisdom overcomes folly today.
44972,Η καλή μέρα φαίνιτ' απού του πρωΐ,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170241,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,The good day shows up without morning. (Good things come unexpectedly.)<|
1505,Τρανάει ν άκρα τ,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186355,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671,The extremes corrupt.  (Greek proverb)  <|eot_id|
106023,Πίστεψε τον Αλή και βάρ' τον Καραλή,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/204318,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Trust Ali and curse Karali. (a common Cypriot proverb)
74496,Έφτασε εις του Θεού τ' αυτί,Ήπειρος,http://hdl.handle.net/20.500.11853/181524,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,God hears everything.  (Proverb)  (Translation)<|eot
8254,"Γριά γαμήσ' εγύρευε, τώρα τώρα το ήθελε",Ήπειρος,http://hdl.handle.net/20.500.11853/166985,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"The old woman got married, now she's looking for it. (Translation)"
74068,Άνθρωπος της ξαπλωσιάς και ντεμπελιάς,Ήπειρος,http://hdl.handle.net/20.500.11853/153043,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,A lazy and cunning person.
74862,"Όποιος έχει τη μύγα, μυγιάζεται",Ήπειρος,http://hdl.handle.net/20.500.11853/285250,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,"Whoever has the fly, buzzes. (Literally: Whoever has the"
89859,Καλή μέρα χωργιά του,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/195822,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671,A good day to a lazy person<|eot_id|>
45614,Τρέχ' η μύτ' σ' γαμβρε! Τρέχ' απού του χ'μώνα. Σι ξέρου κι απου του καλουκαίρ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/289353,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,Run to your mother-in-law! Run away from winter. Do you know what
94066,Είναι η νήλα κατά ηλιού,Ήπειρος,http://hdl.handle.net/20.500.11853/286397,"Παπαγεωργίου, Σωτηρ. Π.",Ήπειρος,37.9982534,23.7378671,The cat in the sun<|eot_id|>
45179,Να ήταν η δ'λειά καλή δούλιυι κι ου δισπότ'ς,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170439,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,"If it were a good slave, it wouldn't be a master's. ("
93933,Έχει ρούμπαλο στον κώλο,Ήπειρος,http://hdl.handle.net/20.500.11853/273644,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671,He has a donkey on his backside. (The person has a lot
4529,Ούδε με λύει ούδε με δένει,Ήπειρος,http://hdl.handle.net/20.500.11853/169311,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,Neither sets me free nor binds me. (He is free to do as he
74881,Όποιος πνίγεται από τά μαλλιά του πιάνεται,Ήπειρος,http://hdl.handle.net/20.500.11853/256871,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,He who is drowned by his own hair is caught.  (He who is
106145,Του γένομαι αγκούσα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157807,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,I become a hook. (A hook is a fishing tool used to catch fish
74471,Ένας μήνας θρέφει τσ΄ ένδεκα κ΄ οι ένδεκα τον ένα,Ήπειρος,http://hdl.handle.net/20.500.11853/181510,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,A month feeds eleven and the eleven feed one. (English translation of the given
18565,Όπ' ο Γιάννης και ο Κολιός,Ήπειρος,http://hdl.handle.net/20.500.11853/165786,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671,When John and the donkey are in the same boat. (meaning that when
1295,Ηύρις διάουλουν να γιλάις,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186400,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671,The sky is the limit. (meaning: there is no limit to one's
8509,Ο λύκος όταν γηράσ' γίνεται των σκυλιών μασκαράς,Ήπειρος,http://hdl.handle.net/20.500.11853/167049,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,The old wolf becomes a fox's mask<|eot_id|>
45314,Ου καλός καλό δεν έχ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205345,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,No good is good enough. or Nothing is perfect. or Nothing is good enough
105689,Βάρεσε το μαχαίρι στο κόκκαλο,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/204264,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Carry the knife to the bone. (meaning: to take a risk)
111919,Έπιασαν τα προζύμια,Ήπειρος,http://hdl.handle.net/20.500.11853/256036,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671,They caught the yeast. This proverb means that they caught them in the act of
7729,Του ήμερου τ' αρνί βζάν' δυο μανάδες κι τ΄άγριου ούτι τθκίτ,Ήπειρος,http://hdl.handle.net/20.500.11853/141772,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"The proverb translates to English as:

""A lamb's day brings two mothers, but"
105780,Είναι κι αυτός μέσα μπασμένος,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/281680,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,He's also in it up to his neck. (idiomatic expression)<|
89908,Της καλομάννας το παιδί Σ' εννιά μήνες περβατεί,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/247826,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671,The child of a good woman is good in nine months. (This proverb means
8200,"Αν ήταν η ζήλεια ψώρα, θα κόλλαε τον κόσμον όλον",Ήπειρος,http://hdl.handle.net/20.500.11853/167098,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"If jealousy were a weight, it would weigh down the whole world. (Je"
105891,Κρύο που τρεμ' το φιδ' ς' την τρύπα τ',"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/273577,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671,Cold that makes the snake tremble in its hole. (meaning: a very
74553,"Είπα σου κυρά να κλάνης, μα να μη το παρακάνης",Ήπειρος,http://hdl.handle.net/20.500.11853/276428,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,"Do not tell me to bend down, but do not be stiff either. ("
104410,"Ακόμα δεν τον είδαμαν, Γιάννη τον εβγάλαμεν","Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198161,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"Even though we haven't seen him, we took John out. (proverb"
7628,"Κουρεύϊτι, βαδεύϊτι μι δικουχτώ ψαλίδια",Ήπειρος,http://hdl.handle.net/20.500.11853/271815,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"Crawling, walk with me to the eight Psalms. 

Translation"
44691,Αγαπάει ου Θιός τουγ κλέφτ' μ' αγαπάει κι του ν'κουκύρ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205365,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671,"God loves the thief, he loves him and also his chickens. (Translation of"
111944,Ή μικρός μικρός πανδρέψου ή μικρός καλογηρέψου,Ήπειρος,http://hdl.handle.net/20.500.11853/256037,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671,Even the smallest of things can make a big difference or bring great benefits. (
104298,Έχει ζιόγκον,Ήπειρος,http://hdl.handle.net/20.500.11853/173381,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671,He has a zygion<|eot_id|>It means that
7558,Άλλους τ' χάρ' κι άλλους τόνουμα,Ήπειρος,http://hdl.handle.net/20.500.11853/204640,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,Others' fields and others' songs<|eot_id|>
74759,Με πήρες 'ς το λαιμό σου,Ήπειρος,http://hdl.handle.net/20.500.11853/276438,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,With your neck in your hands<|eot_id|>
81678,Σαν τα σπίτια της Πεπέλης,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/256561,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671,Like Pele's houses<|eot_id|>
74136,"Αμαρτία 'μολογημένη, στό μισό συγχωρεμένη",Ήπειρος,http://hdl.handle.net/20.500.11853/153013,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,A sin confessed is half forgiven. <|eot_id|>
8716,Το Πάσχα να είχα να 'τρωγα κι απόπασχα φορούσα,Ήπειρος,http://hdl.handle.net/20.500.11853/255988,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,I would eat Easter and wear Easter. (Easter is celebrated in Greece on
7587,Δεν ακούει ου Θιός τσκρούνες,Ήπειρος,http://hdl.handle.net/20.500.11853/169005,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,God does not hear the rustling of leaves<|eot_id|>
8455,"Μαυρομοίρα, που 'χες άντρα ολ' επνίχτ'καν και συ έρθες",Ήπειρος,http://hdl.handle.net/20.500.11853/141915,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671,"Dark bride, that you had no husband, you came and were married to all"
7576,Απ' τν' ανεμουβρουχιά καλό είνι κι του χαλάζ',Ήπειρος,http://hdl.handle.net/20.500.11853/204648,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"From the windmills, good is what the hail brings. (A good"
81463,Άλλοι τρων τ' αυγά με το πιπέρι κι' άλλοι κρατούν τ' αρχίδια με το χέρι,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/154105,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671,Others eat eggs with pepper and others hold the testicles with their hand. (
4542,Πιάσ' τον άπιαστο,Ήπειρος,http://hdl.handle.net/20.500.11853/204855,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671,Catch the untouchable.  Catch the uncatchable.  Catch the
104532,Δούλευε και δουλειά να μη σε λείπ',"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198312,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"Work and work, so that it does not leave you. (meaning: work"
104801,"Με τον ήλιο μπαίνουν με τον ήλιο βγαίνουν, τ' έχουν τα έρημα και ψοφούν;","Ήπειρος, Κόνιτσα, Βούρμπιανη",http://hdl.handle.net/20.500.11853/178261,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,"They enter with the sun and leave with the sun, they have the empty ones"
64180,"Όσ' ο νους μου στο χωράφι, τόσα βόιδια να πομείνουν","Ήπειρος, Λοζέτσι",http://hdl.handle.net/20.500.11853/285654,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671,"As much as my mind is in the field, so many oxen must gra"
104782,Μάτια πραμάτεια,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/239457,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671,Eyes are the workmen.  (The eyes are the ones that work
93993,Ο ξένος και ο πόταμος τον τόπο τους γυρεύουν,Ήπειρος,http://hdl.handle.net/20.500.11853/204750,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671,The stranger and the river seek their place.
7563,"Αλλού μι τριβς, γούμινε, κι' αλλού έχου τουν πόνου",Ήπειρος,http://hdl.handle.net/20.500.11853/141760,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671,"Wherever there is a scratch, there is also pain. (Greek Proverb"
74248,Απόκτησε η κοπριά φροκάλι,Ήπειρος,http://hdl.handle.net/20.500.11853/153056,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671,You have got the cream of the dung. (You have got the best of
